loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 06, 26.5, 12, 08, 14.8, Gaia DR3 4542230903991126144
1, 86, 01, 02.3, 17, 21, 03.6, HD 154959 
1, 85, 35, 57.2, 25, 00, 49.7, Gaia DR3 4566576221733700480
6, 57, 59, 00.9, 18, 50, 12.2, HIP 93738 
6, 34, 29, 46.1, 28, 02, 24.4, Gaia DR3 2084027743895211008
6, 1, 16, 08.2, 38, 05, 09.0, Gaia DR3 2209571802610694016
