loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 53, 29.0, 10, 10, 1.0, HIP 85463 
1, 86, 31, 29.8, 14, 43, 18.7, Gaia DR3 4544905049411879168
1, 87, 41, 38.2, 19, 41, 59.7, HIP 83144 
6, 62, 56, 30.4, 15, 34, 18.4, Gaia DR3 4535055044440016000
6, 46, 05, 58.7, 25, 19, 43.0, Gaia DR3 2077865049934560896
6, 22, 41, 13.4, 34, 27, 16.0, Gaia DR3 2191346297866655488
