loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 85, 20, 26.6, 7, 49, 45.3, SAO 122489 
1, 86, 21, 00.5, 11, 36, 26.1, Gaia DR3 4540416881603976576
1, 88, 31, 09.0, 15, 26, 17.9, Gaia DR3 4545030947789600128
6, 67, 49, 43.8, 13, 22, 34.8, HD 342939 
6, 54, 15, 59.0, 20, 23, 35.7, SAO 68174 
6, 41, 30, 15.1, 32, 33, 13.0, Gaia DR3 2135354905175366144
