loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 57, 52.5, 10, 20, 05.5, Gaia DR3 4492260952367524864
1, 86, 37, 54.5, 15, 03, 17.5, Gaia DR3 4544972738096011776
1, 87, 32, 00.1, 20, 20, 28.0, HD 153375 
6, 62, 32, 45.3, 16, 12, 58.4, HD 337078 
6, 44, 47, 07.6, 24, 55, 29.9, HIP 97366 
6, 19, 57, 35.1, 35, 02, 10.3, HIP 106121 
