loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 85, 13, 53.1, 7, 34, 45.8, Gaia DR3 4490697446831936768
1, 85, 57, 20.3, 11, 20, 06.3, Gaia DR3 4540385614243454976
1, 88, 23, 59.1, 15, 00, 06.0, Gaia DR3 4544818982563901696
6, 68, 01, 55.2, 13, 20, 13.7, Gaia DR3 4531944182448621568
6, 55, 27, 53.2, 20, 25, 52.0, Gaia DR3 249446453928639232
6, 42, 56, 16.1, 30, 47, 43.6, HIP 96991 
