loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 23, 19.1, 12, 14, 56.0, Gaia DR3 4542277255277953152
1, 86, 22, 01.4, 16, 58, 15.1, Gaia DR3 4547827929274389632
1, 86, 14, 13.6, 24, 10, 29.8, Gaia DR3 4566302993093934976
6, 58, 30, 00.1, 18, 37, 05.0, SAO 67758 
6, 35, 42, 35.3, 27, 23, 34.9, Gaia DR3 2083853780540056192
6, 3, 27, 08.9, 36, 47, 38.8, HIP 115203 
