loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 35, 21.3, 10, 44, 05.2, Gaia DR3 4493842565484263424
1, 86, 25, 13.1, 16, 40, 20.9, V873 Her 
1, 87, 16, 21.0, 22, 13, 20.9, HIP 82764 
6, 60, 35, 55.9, 17, 13, 30.7, Gaia DR3 2
6, 41, 15, 10.1, 26, 36, 10.4, HIP 98306 
6, 13, 05, 39.6, 36, 32, 17.3, V447 Cep040386100158623232
