loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 85, 15, 44.8, 9, 23, 32.4, HIP 85534 
1, 86, 30, 37.6, 13, 34, 58.9, Gaia DR3 4541776771329047296
1, 88, 05, 11.1, 18, 01, 27.0, HD 154011 
6, 64, 55, 14.5, 15, 52, 43.0, Gaia DR3 4537545403914637824
6, 49, 39, 22.0, 22, 42, 21.2, Gaia DR3 2052263849396909440
6, 30, 38, 40.5, 34, 57, 31.5, HD 239426 
