loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 79, 31, 01.6, 12, 34, 18.1, HIP 86623
1, 76, 37, 40.1, 12, 33, 25.5, HIP 87481 
1, 75, 39, 53.4, 13, 35, 22.2, HIP 87620 
1, 76, 47, 42.5, 14, 27, 48.1, Gaia DR3 4551392481552301440
1, 79, 57, 19.5, 16, 14, 46.4, SAO 102911 
1, 80, 59, 24.5, 16, 17, 28.7, Gaia DR3 4553400773898147072
1, 81, 53, 37.7, 15, 28, 31.0, Gaia DR3 4553178191513449600
1, 83, 43, 25.5, 14, 02, 04.6, Gaia DR3 4543861063120224768
1, 82, 38, 32.0, 13, 19, 13.7, Gaia DR3 4543712289750896640
6, 39, 19, 55.2, 20, 07, 58.3, 37 Cyg 
6, 36, 39, 34.2, 18, 36, 48.1, HIP 101759 
6, 35, 08, 47.4, 22, 37, 23.9, SAO 49848 
6, 37, 50, 40.7, 25, 08, 35.6, HD 193386 
6, 39, 25, 40.7, 25, 23, 00.0, V2110 Cyg 
6, 42, 40, 01.6, 25, 23, 23.5, HD 188873 
6, 44, 07, 09.4, 25, 05, 55.2, HIP 97547 
6, 43, 40, 27.7, 22, 19, 36.7, HD 226874 
6, 41, 45, 14.8, 20, 17, 35.8, HD 228161 
