loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 290, 55,  5.1, 20, 50, 45.6, Moon
2, 291, 34, 55.8, 20, 30, 37.6, Moon
3, 294, 26, 47.8, 18, 39, 52.4, Moon
4, 293,  0, 56.8, 19, 39, 33.9, Moon
5, 294,  5, 44.2, 19,  2, 56.8, Moon
6, 295, 19, 13.5, 18, 16, 14.9, Moon
