loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 15, 54.0, 22, 03, 42.6, Gaia DR3 4568156941498399360
1, 86, 09, 11.5, 20, 51, 40.0, Gaia DR3 4561867872425816832
1, 85, 42, 24.5, 19, 27, 16.6, Gaia DR3 4560763997112255232
1, 85, 12, 54.0, 18, 29, 02.8, SAO 102624 
1, 81, 38, 37.9, 18, 45, 49.9, HD 157331 
1, 81, 00, 58.9, 19, 38, 31.2, Gaia DR3 4567277847594707840
1, 81, 06, 23.5, 20, 44, 16.0, Gaia DR3 4567660855595746560
1, 81, 26, 06.6, 21, 51, 06.2, HIP 84468 
6, 14, 13, 55.9, 35, 36, 52.2, 19 Cep 
6, 15, 27, 12.3, 35, 18, 59.7, Gaia DR3 2204072178587009408
6, 16, 21, 06.3, 34, 57, 07.2, HIP 107976 
6, 18, 28, 12.9, 32, 57, 33.3, HIP 107259 
6, 18, 44, 06.1, 32, 01, 42.0, HD 239749 
6, 14, 13, 10.2, 30, 13, 55.6, 23 Cep 
6, 12, 02, 02.8, 30, 28, 53.0, HIP 110923 
6, 11, 33, 09.5, 30, 41, 39.0, Gaia DR3 2007933155475585152
6, 11, 09, 15.6, 31, 10, 26.4, HD 239991 
6, 10, 23, 52.7, 32, 11, 47.3, HIP 111612 
6, 11, 15, 31.3, 34, 41, 01.0, HIP 110828 
6, 13, 17, 01.8, 35, 41, 00.5, HD 210874 
