loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 81, 48, 51.4, 13, 49, 49.5, SAO 102870 
1, 79, 19, 53.2, 13, 17, 39.4, Gaia DR3 4549506647310412672
1, 77, 35, 44.5, 13, 20, 34.9, Gaia DR3 4550976694353880448
1, 76, 46, 13.9, 13, 22, 43.4, Gaia DR3 4551008374036480256
1, 75, 34, 33.2, 14, 23, 37.7, Gaia DR3 4551762364135670912
1, 75, 52, 04.3, 15, 27, 31.3, Gaia DR3 4552682208690817024
1, 78, 55, 48.4, 16, 52, 25.8, HD 159582 
1, 79, 55, 23.2, 16, 48, 49.1, HIP 85744 
1, 82, 41, 30.1, 16, 07, 13.6, Gaia DR3 4547420461434867072
1, 83, 00, 29.6, 15, 40, 04.8, Gaia DR3 4547187433689667584
1, 82, 51, 35.1, 14, 27, 40.2, Gaia DR3 4544016820111855360
6, 36, 27, 23.3, 26, 39, 30.6, SAO 49489 
6, 36, 55, 01.8, 25, 37, 51.9, SAO 49493 
6, 35, 40, 32.6, 22, 04, 21.1, HIP 101511 
6, 32, 33, 52.3, 21, 07, 20.4, Gaia DR3 2066837154462834176
6, 30, 51, 19.1, 21, 52, 44.5, V2141 Cyg 
6, 29, 19, 39.9, 23, 56, 26.4, HIP 103753 
6, 29, 52, 46.2, 25, 57, 58.5, HIP 103196 
6, 34, 00, 56.0, 27, 30, 20.6, 45 Cyg
