loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 80, 52, 27.1, 17, 56, 16.0, HIP 85385 
1, 81, 29, 54.4, 20, 22, 44.0, HIP 84768 
1, 83, 03, 08.1, 20, 35, 45.5, HIP 84275 
1, 85, 57, 11.5, 19, 59, 49.8, HIP 83565 
1, 86, 48, 55.9, 18, 57, 33.8, HIP 83485 
1, 85, 40, 14.2, 17, 56, 47.7, HIP 83965
1, 83, 14, 26.3, 17, 28, 59.5, HD 156892 
1, 81, 28, 54.8, 17, 41, 11.8, Gaia DR3 4554469945879776256
6, 16, 02, 20.0, 33, 35, 31.0, Gaia DR3 2203108976349424000
6, 18, 21, 49.3, 33, 58, 53.0, Gaia DR3 2203485078044910336
6, 21, 04, 10.6, 34, 31, 38.9, HD 204152 
6, 23, 05, 40.1, 33, 45, 19.3, HIP 104812 
6, 23, 23, 08.8, 30, 49, 00.0, HIP 105303
6, 21, 34, 53.8, 29, 06, 24.2, HIP 106462 
6, 19, 57, 13.6, 28, 38, 50.7, HD 206962 
6, 17, 18, 17.6, 29, 29, 41.8, HD 239813 
6, 15, 58, 17.1, 30, 20, 52.3, HIP 108977
