loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 86, 11, 37.3, 16, 13, 20.1, Gaia DR3 4546799409163889920
1, 86, 34, 11.4, 17, 38, 06.2, HD 154959 
1, 86, 12, 46.6, 18, 33, 14.9, Gaia DR3 4560091645748878336
1, 83, 50, 10.7, 19, 00, 19.7, HIP 84372 
1, 81, 56, 55.6, 18, 55, 17.9, HD 157331 
1, 80, 51, 12.1, 18, 24, 26.4, Gaia DR3 4554950432465437056
1, 80, 45, 44.2, 17, 38, 36.9, HIP 85519 
1, 80, 42, 05.3, 16, 39, 54.9, Gaia DR3 4553803092074998912
1, 81, 15, 39.0, 16, 20, 50.6, Gaia DR3 4553399158990589696
1, 82, 55, 08.3, 16, 00, 04.2, HIP 85161 
1, 84, 26, 43.3, 16, 24, 51.8, HIP 84623 
6, 34, 27, 13.1, 29, 29, 36.9, HD 194683 
6, 33, 16, 05.0, 28, 29, 32.2, HD 196132 
6, 31, 41, 40.0, 28, 08, 08.7, 51 Cyg 
6, 29, 09, 39.2, 27, 38, 51.3, HIP 103359 
6, 23, 14, 46.0, 27, 14, 13.6, HD 204755 
6, 22, 44, 26.7, 28, 00, 13.5, HIP 106171 
6, 22, 48, 35.9, 30, 33, 30.1, V2155 Cyg 
6, 24, 21, 15.8, 32, 56, 03.2, HD 239586 
6, 25, 05, 17.3, 33, 28, 30.1, HD 239561 
6, 27, 48, 36.5, 34, 35, 16.2, HIP 102431 
6, 32, 36, 38.0, 33, 52, 01.3, HIP 100403 
6, 34, 43, 13.5, 31, 07, 14.0, HIP 100162 
