loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 80, 38, 59.1, 12, 31, 13.4, Gaia DR3 4548790208107131136
1, 82, 42, 04.6, 12, 00, 52.0, Gaia DR3 4542589172983251968
1, 84, 18, 14.3, 11, 20, 59.0, Gaia DR3 4493984058888315904
1, 84, 42, 24.1, 10, 39, 03.3, HD 158612 
1, 85, 24, 17.9, 10, 04, 12.9, Gaia DR3 4492043386504595456
1, 85, 03, 29.5, 9, 18, 35.6, Gaia DR3 4491204111236077056
1, 79, 56, 36.0, 9, 52, 52.9, SAO 103122 
1, 79, 25, 06.6, 10, 14, 04.7, SAO 103137 
1, 79, 39, 40.1, 11, 19, 26.5, HIP 86996 
6, 49, 35, 22.8, 17, 22, 01.1, 17 Cyg 
6, 48, 12, 03.4, 18, 05, 44.5, HIP 97640 
6, 48, 34, 02.4, 20, 11, 40.9, Gaia DR3 2048725655345426432
6, 55, 42, 38.0, 19, 36, 55.4, HIP 94740 
6, 59, 17, 33.9, 19, 01, 17.4, SAO 67758 
6, 60, 14, 21.1, 17, 48, 17.3, Gaia DR3 2040761308500893312
6, 59, 19, 53.8, 16, 52, 57.8, SAO 86857 
6, 55, 53, 05.3, 16, 29, 13.3, HIP 95249 
