loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 87, 13, 09.8, 15, 32, 20.5, Gaia DR3 4545164297934548864
1, 85, 22, 42.8, 15, 45, 57.1, SAO 102721 
1, 82, 59, 17.4, 15, 29, 38.4, SAO 102825 
1, 81, 17, 17.2, 15, 12, 19.3, Gaia DR3 4550223284075163264
1, 81, 25, 01.5, 13, 59, 24.2, Gaia DR3 4549149580909630592
1, 82, 15, 38.1, 13, 28, 02.0, Gaia DR3 4548989945564443136
1, 85, 11, 41.4, 12, 30, 24.5, HIP 85229
1, 87, 12, 37.9, 14, 25, 48.7, Gaia DR3 4541864251223209600
6, 44, 02, 11.0, 28, 44, 55.9, Gaia DR3 2080395507225092992
6, 46, 51, 40.3, 28, 42, 47.4, Gaia DR3 2126493425572146560
6, 48, 15, 15.0, 27, 21, 11.3, HD 183727 
6, 47, 34, 44.3, 23, 27, 38.2, HIP 96887 
6, 41, 23, 23.7, 23, 57, 52.5, SAO 49206 
6, 40, 06, 43.6, 25, 14, 00.4, HIP 99395 
6, 39, 55, 15.1, 27, 01, 02.5, HIP 99089 
6, 40, 03, 45.2, 27, 40, 09.2, HIP 98867 
6, 42, 08, 43.4, 28, 49, 34.0, HIP 97757 
