loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 76, 05, 08.2, 15, 09, 04.3, Gaia DR3 4552585039350525952
1, 78, 59, 42.5, 16, 54, 26.5, HD 159582 
1, 80, 14, 22.4, 17, 13, 43.7, HD 158640 
1, 84, 02, 30.8, 15, 02, 44.4, HIP 84843 
1, 84, 59, 16.3, 13, 47, 24.3, SAO 102746 
1, 83, 00, 55.0, 13, 19, 25.0, SAO 102829 
1, 81, 22, 29.2, 12, 47, 33.2, HIP 85976 
1, 78, 09, 20.2, 12, 51, 50.3, Gaia DR3 4549371166858683648
1, 75, 32, 18.7, 13, 31, 30.6, HIP 87620 
1, 75, 38, 26.6, 14, 25, 36.8, Gaia DR3 4551762364135670912
1, 76, 07, 48.9, 15, 09, 45.9, Gaia DR3 4552596717363364736
6, 38, 00, 29.9, 27, 00, 21.5, HD 192301 
6, 38, 16, 29.0, 26, 38, 56.1, HD 192223 
6, 38, 19, 50.5, 23, 15, 37.7, HIP 100217
6, 37, 01, 52.2, 21, 27, 43.2, HIP 101087 
6, 34, 25, 06.1, 20, 22, 50.5, HIP 102321 
6, 30, 54, 48.5, 24, 40, 02.4, Gaia DR3 2166879518468243840
6, 31, 50, 09.8, 26, 47, 35.3, HIP 102233 
