loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 42, 47.5, 17, 30, 28.4, V1402 Her 
1, 83, 43, 48.6, 18, 00, 27.0, Gaia DR3 4554546602458928000
1, 82, 21, 26.7, 18, 20, 00.9, HIP 84971 
1, 81, 47, 05.0, 17, 41, 56.5, Gaia DR3 4554454861954719744
1, 81, 22, 03.9, 16, 38, 33.0, Gaia DR3 4553418847120549504
1, 81, 20, 42.5, 15, 49, 59.9, Gaia DR3 4553316966199430784
1, 82, 39, 30.7, 15, 34, 37.6, SAO 102822 
1, 84, 58, 31.5, 14, 55, 42.2, Gaia DR3 4546563289042201984
1, 85, 40, 12.8, 15, 11, 54.0, Gaia DR3 4546595862074028800
5, 49, 53, 57.8, 35, 00, 41.4, HD 175824
5, 47, 27, 42.4, 35, 00, 32.3, HD 178208
5, 44, 12, 43.0, 33, 47, 34.2, HIP 95306
5, 45, 30, 08.0, 31, 52, 34.8, HIP 95314
5, 47, 51, 34.6, 29, 31, 53.2, HIP 95005
5, 52, 17, 58.0, 28, 51, 57.6, HD 177485
5, 54, 20, 05.8, 28, 48, 24.9, HO 270
5, 56, 35, 24.6, 29, 06, 16.0, Gaia DR3 2098569781590309888
