loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 78, 38, 33.4, 13, 06, 47.0, Gaia DR3 4549371166858683648
1, 79, 02, 03.5, 13, 51, 13.2, Gaia DR3 4549642402636467328
1, 80, 15, 49.9, 13, 57, 27.2, Gaia DR3 4549568219961706368
1, 81, 06, 54.7, 13, 44, 10.8, Gaia DR3 4549146587313475968
1, 83, 58, 02.1, 12, 39, 30.5, Gaia DR3 4542369167579799680
1, 84, 23, 42.6, 12, 02, 11.9, Gaia DR3 4542112672131852032
1, 83, 36, 00.3, 11, 06, 26.4, Gaia DR3 4493999692567918592
1, 81, 38, 26.6, 10, 38, 42.9, HIP 86435 
1, 78, 46, 53.2, 10, 15, 17.4, SAO 103146 
1, 77, 59, 23.1, 11, 05, 30.8, HIP 87427 A 
1, 77, 59, 15.5, 12, 18, 37.1, Gaia DR3 4501267223909744384
6, 40, 53, 56.2, 20, 09, 34.7, HIP 99954 
6, 42, 34, 33.9, 22, 05, 24.3, HIP 98923 
6, 45, 25, 39.8, 22, 30, 25.7, SAO 68983 
6, 52, 19, 07.3, 20, 28, 02.8, Gaia DR3 2049856331249811328
6, 54, 08, 50.8, 19, 17, 14.5, HIP 95235 
6, 53, 01, 55.7, 17, 15, 28.6, SAO 68430 
6, 49, 24, 50.6, 17, 47, 43.7, HD 225629 
6, 46, 40, 10.2, 18, 03, 20.1, HD 226635 
6, 41, 39, 53.8, 19, 17, 13.7, HIP 99821 
