loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 85, 55, 36.9, 17, 26, 40.2, Gaia DR3 4547968460604413824
1, 86, 02, 46.0, 16, 13, 09.3, HD 155713 
1, 86, 44, 25.1, 16, 00, 38.3, HD 155372 
1, 89, 02, 23.9, 18, 05, 26.6, Gaia DR3 4558315590879205632
1, 89, 34, 04.5, 20, 05, 32.5, HIP 82568 
1, 89, 55, 14.9, 20, 38, 03.7, HD 152051 
1, 89, 43, 12.9, 21, 07, 21.8, HIP 82389 
1, 88, 39, 43.2, 21, 39, 50.2, SAO 102446 
1, 88, 13, 36.7, 21, 25, 24.3, Gaia DR3 4561431946126879104
1, 87, 28, 11.0, 20, 23, 26.7, Gaia DR3 4561233248059525888
1, 86, 50, 45.8, 18, 36, 51.0, SAO 102583 
6, 24, 50, 34.6, 35, 33, 29.3, HIP 103598 
6, 25, 15, 30.6, 33, 53, 17.9, HIP 103790 
6, 26, 16, 25.6, 30, 59, 09.5, Gaia DR3 2176778078040962304
6, 26, 38, 34.2, 30, 15, 50.4, HIP 103946
6, 28, 14, 36.7, 29, 35, 11.3, HIP 103375 A
6, 29, 11, 22.8, 29, 59, 58.9, HIP 102870 
6, 29, 56, 31.0, 32, 11, 51.0, HD 197327 
6, 27, 57, 27.8, 37, 53, 28.1, Gaia DR3 2194614183865420416
6, 27, 01, 22.5, 38, 11, 03.7, HD 197007 
6, 25, 50, 28.1, 37, 38, 39.9, SAO 19031 
6, 25, 09, 08.5, 37, 02, 47.0, HD 199204 
