loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 77, 26, 32.1, 11, 54, 13.6, Gaia DR3 4501253441357656576
1, 76, 50, 40.4, 12, 57, 02.1, Gaia DR3 4502894982155768320
1, 77, 20, 22.2, 13, 47, 39.8, Gaia DR3 4551019231714240000
1, 78, 10, 32.5, 14, 31, 17.6, Gaia DR3 4551264869483632000
1, 79, 50, 35.6, 15, 10, 14.9, Gaia DR3 4550648318338350976
1, 80, 31, 24.8, 15, 08, 47.1, Gaia DR3 4550623849905567872
1, 82, 00, 46.3, 14, 45, 16.0, Gaia DR3 4550071899367048064
1, 83, 27, 39.2, 14, 07, 39.4, HIP 85271 
1, 85, 16, 26.9, 12, 53, 11.2, HIP 84927 
1, 84, 37, 51.4, 12, 13, 03.4, HIP 85229 
1, 82, 13, 49.8, 12, 06, 50.7, Gaia DR3 4542657377064701184
6, 42, 20, 13.3, 17, 35, 55.7, 29 Cyg 
6, 39, 01, 15.0, 19, 30, 24.9, HIP 100741 
6, 37, 14, 20.7, 21, 32, 35.8, HIP 101087 
6, 37, 17, 54.4, 22, 28, 07.0, HIP 100877 
6, 38, 56, 29.6, 23, 42, 51.4, HIP 99960 
6, 46, 02, 36.7, 24, 23, 37.8, HD 225531 
6, 46, 58, 57.1, 24, 07, 43.3, HIP 96751 
6, 47, 06, 16.8, 23, 14, 16.3, HIP 96887 
6, 44, 56, 19.9, 19, 43, 20.6, HD 189492 
