loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 86, 08, 48.7, 14, 31, 08.5, HIP 84553 
1, 86, 14, 04.1, 16, 00, 01.4, V655 Her 
1, 85, 51, 50.2, 17, 16, 30.7, HD 155729 
1, 83, 47, 14.6, 17, 08, 07.5, V656 Her 
1, 81, 53, 54.3, 16, 18, 02.0, HIP 85525 
1, 81, 18, 18.6, 14, 51, 58.0, Gaia DR3 4550003386049367936
1, 81, 38, 02.9, 14, 19, 00.8, Gaia DR3 4549827326748724608
1, 82, 11, 25.6, 14, 11, 42.6, SAO 102889 
1, 83, 38, 54.0, 13, 56, 39.9, SAO 102826 
1, 85, 40, 23.1, 14, 08, 30.7, SAO 102746 
6, 44, 13, 09.3, 27, 38, 37.0, 18 Cyg 
6, 43, 22, 33.3, 24, 53, 29.0, SAO 48985 
6, 42, 22, 18.6, 25, 05, 32.8, HIP 98407 
6, 36, 02, 07.8, 25, 09, 44.9, HD 195355 
6, 34, 18, 34.6, 25, 58, 43.6, Gaia DR3 2071575705986410112
6, 33, 58, 55.8, 28, 08, 24.5, HIP 101284 
6, 36, 08, 04.5, 30, 53, 40.1, HIP 99691 
6, 36, 58, 23.1, 31, 15, 56.0, HD 235108 
6, 41, 15, 13.2, 31, 23, 30.7, SAO 48850 
6, 43, 28, 47.4, 30, 09, 59.7, SAO 48731 
