loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 86, 17, 48.2, 16, 20, 52.8, HD 155713 
1, 85, 58, 39.0, 17, 11, 11.9, SAO 102644 
1, 85, 01, 34.7, 17, 42, 52.0, Gaia DR3 4548203485512514816
1, 83, 38, 28.4, 17, 45, 16.6, Gaia DR3 4554339069633285504
1, 82, 31, 18.2, 17, 23, 15.2, HIP 85146 
1, 81, 48, 39.2, 16, 44, 55.3, Gaia DR3 4553597582181415936
1, 80, 55, 46.9, 15, 08, 17.5, HIP 85962 
1, 81, 51, 44.9, 14, 31, 18.7, Gaia DR3 4549881443336766080
1, 83, 00, 59.0, 14, 15, 27.2, V657 Her 
1, 85, 06, 37.4, 14, 25, 13.1, Gaia DR3 4543463387806612864
1, 86, 04, 08.8, 15, 00, 53.4, Gaia DR3 4546440899653937024
6, 40, 23, 20.9, 25, 01, 18.2, HD 191587 
6, 34, 07, 05.7, 24, 20, 36.9, HD 197138 
6, 31, 59, 38.7, 25, 32, 04.6, HIP 102635 
6, 31, 01, 21.6, 27, 31, 01.3, HIP 102657 
6, 33, 45, 25.5, 30, 45, 58.7, Gaia DR3 2181345788641624448
6, 36, 36, 42.9, 32, 34, 30.5, Gaia DR3 2089276228281640064
6, 41, 31, 52.4, 31, 40, 24.5, Gaia DR3 2134898367332105984
6, 42, 18, 13.9, 29, 53, 42.1, HIP 97372 
6, 42, 18, 28.4, 27, 02, 32.8, HD 188834 
