loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 86, 01, 10.2, 16, 31, 16.4, HD 155676 
1, 85, 59, 22.2, 17, 28, 36.1, Gaia DR3 4547968460604413824
1, 85, 21, 21.5, 18, 26, 42.5, Gaia DR3 4548482825887680768
1, 83, 53, 54.2, 19, 02, 15.2, HIP 84372 
1, 82, 12, 48.2, 18, 42, 00.2, HIP 84943 
1, 81, 13, 15.1, 17, 44, 32.5, Gaia DR3 4554838694595492096
1, 80, 45, 15.7, 15, 57, 14.1, HIP 85832 
1, 82, 37, 06.0, 15, 33, 23.1, SAO 102822 
1, 84, 39, 52.9, 15, 07, 21.7, HIP 84807 
1, 84, 59, 32.7, 15, 34, 02.3, SAO 102721 
6, 33, 58, 18.5, 28, 23, 43.2, HIP 101164 
6, 29, 49, 09.0, 26, 13, 53.6, HIP 103360 
6, 27, 12, 39.8, 27, 00, 38.5, HD 235447 
6, 24, 53, 55.9, 28, 51, 53.9, HIP 105054 
6, 24, 32, 35.9, 29, 37, 45.7, HIP 105064 
6, 25, 00, 02.2, 30, 31, 06.9, HD 202235 
6, 27, 29, 26.7, 33, 37, 09.3, HIP 102858 
6, 29, 20, 06.1, 34, 04, 11.3, HD 197072 
6, 33, 03, 24.5, 34, 14, 37.6, HIP 100097 
6, 35, 09, 23.1, 33, 43, 43.0, Gaia DR3 2185588052395225728
6, 36, 09, 30.0, 32, 44, 48.6, HD 235105 
6, 36, 32, 19.7, 31, 11, 56.9, HD 191961 
6, 36, 34, 22.1, 29, 04, 17.1, HD 192984 
