loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 86, 22, 40.9, 16, 19, 01.0, Gaia DR3 4546799409163889920
1, 86, 03, 27.8, 18, 02, 54.2, Gaia DR3 4548047870259419008
1, 84, 04, 14.2, 18, 10, 56.5, Gaia DR3 4548544815158887168
1, 81, 51, 53.0, 17, 44, 25.2, Gaia DR3 4554454861954719744
1, 81, 15, 03.0, 16, 40, 16.2, Gaia DR3 4553792062596291072
1, 80, 49, 05.8, 15, 17, 53.1, Gaia DR3 4550623849905567872
1, 82, 10, 20.2, 14, 48, 40.4, Gaia DR3 4550059186263085440
1, 85, 33, 27.9, 14, 26, 39.5, HIP 84682 
1, 86, 00, 09.9, 14, 58, 50.7, Gaia DR3 4546440899653937024
6, 40, 10, 55.2, 27, 09, 42.6, HD 190699 
6, 38, 20, 58.8, 26, 50, 06.1, 31 Cyg 
6, 34, 08, 08.0, 25, 45, 47.9, HIP 101665 
6, 30, 48, 07.6, 25, 34, 42.1, HIP 103104 
6, 29, 20, 23.1, 25, 53, 26.0, LDN 966
6, 29, 28, 05.2, 29, 33, 05.3, HIP 102920 
6, 30, 56, 58.0, 31, 40, 26.3, HIP 101779 
6, 32, 14, 26.9, 32, 01, 38.3, HIP 101124 
6, 38, 17, 23.0, 32, 08, 15.2, Gaia DR3 2088786047953948928
6, 40, 25, 10.8, 30, 32, 20.7, HIP 97919 
