loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 81, 31, 15.9, 14, 14, 25.8, HIP 85870 
1, 79, 56, 28.4, 14, 34, 57.7, Gaia DR3 4550381961645353088
1, 79, 03, 06.9, 14, 21, 04.9, Gaia DR3 4549722804424477440
1, 78, 03, 08.9, 13, 38, 56.6, HIP 86975 
1, 77, 15, 57.2, 11, 42, 03.6, SAO 103174 
1, 77, 54, 34.4, 11, 03, 03.8, HIP 87427 A 
1, 80, 01, 09.8, 11, 05, 21.8, V624 Her 
1, 81, 59, 00.8, 11, 24, 57.1, HIP 86179 
1, 84, 13, 25.8, 11, 23, 37.2, Gaia DR3 4542026600987458304
1, 85, 02, 21.3, 12, 30, 14.2, HIP 85109 
1, 84, 34, 30.6, 13, 06, 23.2, Gaia DR3 4543157723573924480
3, 45, 37, 02.8, 18, 38, 47.8, Gaia DR3 2071723418527987584
3, 44, 21, 13.4, 18, 21, 05.9, Gaia DR3 2060187028969311872
3, 43, 04, 52.8, 17, 38, 11.1, HD 191025 
3, 42, 59, 11.7, 17, 07, 12.0, HD 227820 
3, 43, 09, 20.4, 16, 12, 51.4, HD 227934 
3, 44, 32, 08.1, 14, 53, 36.4, HD 227576 
3, 46, 15, 13.6, 14, 27, 59.8, Gaia DR3 2034154171358403328
3, 49, 15, 05.9, 15, 57, 21.2, Gaia DR3 2034864073585521792
3, 49, 47, 07.0, 16, 11, 01.1, Gaia DR3 2033374510203686912
3, 50, 09, 08.7, 16, 57, 07.1, SAO 68600 
3, 49, 58, 41.8, 17, 17, 51.0, Gaia DR3 2047173007494676736
3, 49, 47, 48.3, 17, 43, 16.9, Gaia DR3 2047247087093303040
3, 47, 21, 19.6, 18, 40, 17.5, HD 225699 
