loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 80, 56, 22.0, 17, 58, 17.4, HIP 85385 
1, 82, 26, 40.9, 20, 02, 00.2, Gaia DR3 4566928305975662208
1, 82, 52, 28.5, 19, 57, 59.1, Gaia DR3 4567081584767482752
1, 85, 09, 16.2, 18, 57, 08.3, Gaia DR3 4560573025688510592
1, 85, 30, 17.4, 17, 35, 18.3, Gaia DR3 4547984231724610560
1, 82, 52, 33.5, 17, 09, 39.1, Gaia DR3 4554276466189857024
1, 81, 26, 46.8, 17, 05, 17.7, Gaia DR3 4553677094914034176
6, 20, 20, 39.3, 28, 12, 32.7, HIP 107211 
6, 18, 47, 29.4, 30, 38, 34.5, HD 239769 
6, 19, 07, 17.3, 32, 02, 04.9, HIP 107164 
6, 19, 42, 58.1, 32, 27, 23.2, Gaia DR3 2178470535685190016
6, 22, 20, 02.3, 33, 33, 12.2, HIP 105275 
6, 25, 06, 41.5, 33, 04, 53.3, HD 200981 
6, 26, 48, 57.1, 31, 57, 37.9, HIP 103471 
6, 27, 00, 36.0, 30, 47, 28.7, Gaia DR3 2182744749691454080
6, 25, 39, 07.4, 29, 42, 14.7, HIP 104477
6, 23, 25, 38.3, 28, 37, 30.4, HIP 105706 
