loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 85, 17, 39.6, 7, 36, 41.6, Gaia DR3 4490697446831936768
1, 85, 54, 35.1, 11, 02, 02.0, Gaia DR3 4492328022576712960
1, 88, 27, 46.0, 15, 02, 02.1, Gaia DR3 4544818982563901696
6, 68, 25, 29.8, 12, 44, 40.8, HD 342962 
6, 56, 24, 59.7, 19, 48, 27.5, HIP 94503 
6, 44, 29, 48.5, 29, 47, 16.1, HD 185834 
