loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 29, 15.4, 10, 53, 16.7, SAO 102823 
1, 86, 21, 40.7, 16, 38, 31.8, V873 Her 
1, 86, 48, 09.5, 22, 46, 14.9, Gaia DR3 4565250863544862592
6, 59, 52, 45.5, 17, 37, 08.3, HIP 93397 
6, 38, 58, 58.0, 26, 41, 45.6, HIP 99211 
6, 9, 49, 35.4, 36, 17, 12.7, Gaia DR3 2205340022877749248
