loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 52, 40.5, 9, 52, 16.1, Gaia DR3 4492045448089210752
1, 86, 24, 35.3, 14, 14, 12.9, Gaia DR3 4541875005821308928
1, 87, 31, 13.9, 18, 30, 01.3, Gaia DR3 4559979048893386112
6, 63, 59, 06.4, 15, 46, 06.7, HD 337008 
6, 47, 36, 46.1, 24, 35, 07.7, HIP 96448 A 
6, 24, 52, 16.5, 33, 53, 40.1, HIP 103961 4918189601339008
