loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 29, 44.9, 11, 59, 18.4, Gaia DR3 4542215476468579968
1, 86, 42, 00.9, 17, 08, 52.9, Gaia DR3 4547819343637883520
1, 86, 34, 36.3, 23, 52, 57.9, HIP 82610 
6, 59, 11, 35.8, 17, 50, 44.6, HD 177370 
6, 37, 32, 56.2, 26, 55, 36.5, Gaia DR3 2084113127842821888
6, 6, 40, 18.9, 36, 39, 33.3, HIP 113289
