loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 84, 37, 35.6, 10, 32, 23.9, Gaia DR3 4493820369093154944
1, 85, 57, 15.1, 16, 05, 57.1, Gaia DR3 4546799409163889920
1, 87, 37, 39.9, 21, 09, 06.4, Gaia DR3 4561423601008668032
6, 61, 35, 21.2, 16, 59, 35.6, HIP 92986 
6, 43, 10, 09.6, 26, 15, 07.0, HD 187970 
6, 16, 21, 44.6, 35, 14, 47.7, SAO 19684 
