loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 85, 14, 26.1, 8, 55, 50.5, SAO 102863 
1, 86, 33, 04.4, 12, 54, 36.0, SAO 102720 
1, 88, 24, 55.2, 17, 34, 24.1, Gaia DR3 4546340122540864256
6, 65, 13, 08.4, 14, 13, 08.3, V1110 Her 
6, 51, 11, 44.0, 23, 05, 34.7, Gaia DR3 2052583871698430464
6, 32, 41, 51.3, 33, 54, 12.1, HIP 100403 
