loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, star_name
1, 85, 16, 42.3, 8, 07, 46.8, Gaia DR3 4490786125020447872
1, 86, 23, 34.6, 12, 17, 12.0, Gaia DR3 4540648569319676544
1, 88, 16, 44.6, 16, 13, 32.2, HIP 83689 
6, 67, 04, 45.9, 13, 40, 12.3, Gaia DR3 4532417968883022848
6, 53, 57, 47.0, 22, 19, 53.4, Gaia DR3 2050904028389319680
6, 39, 44, 41.1, 32, 15, 38.2, HIP 97821 
