heights,error_position,parallel_speeds,error_speeds,volume_shape
114.986269911162,2.45087501218731,0.395554302077351,0.154611484779444,1148.73209197629
115.501234819333,2.50580208366246,0.488532817976929,0.162222857881324,1211.24640717472
114.197468620988,2.56768116697571,0.572564219148737,0.170744332353945,1424.05516980196
116.373584066235,2.65324807809364,0.545893058638951,0.173693398418618,2034.6307114596
113.768786314424,2.71945798112645,0.547524667682429,0.177966709759415,1935.59817693974
114.694574307266,2.79888947484765,0.476529958275273,0.177920990932642,1412.21316367792
113.585029842129,2.85983035998363,0.668321092410478,0.191199612501637,2117.17740253475
113.967829511418,2.9541622964525,0.696313405859392,0.19825486344092,1665.83316567199
116.220512670143,3.05766232848516,0.610723949914644,0.198803165787138,2888.57437366947
117.324586034974,3.14481719336302,0.487156537112999,0.197610880131023,5186.88433350047
117.987781614956,3.21436769265575,0.329841788910763,0.195940171957316,5417.1540646034
116.277505112471,3.2548372952673,0.685394782956933,0.213744932330294,5293.54794857113
117.838176757801,3.35560257669212,0.618579599905251,0.215480057792198,6224.03760626285
119.09783691577,3.44560041582128,0.517209507689629,0.215712927099485,6024.25201462886
118.815040309985,3.5169985276996,0.644206857689461,0.225419737158587,5384.29120207037
119.066086858729,3.60774230345203,0.833085929244551,0.24017440187647,7074.52927608451
118.627831688433,3.72434831094951,0.692479144443427,0.24030704636444,5432.38401159268
118.791764227591,3.82117259739297,0.718869246074268,0.246653030902738,5846.44600749005
117.714606495971,3.91945110842365,0,0,5385.29774119023
