loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, bulb_number, star_name
1, 77, 20, 31.5, 7, 18, 38.4,  1, HIP 88303 
1, 81, 07, 23.2, 11, 34, 27.0, 2, Gaia DR3 4500536422335755008
1, 83, 35, 20.8, 15, 43, 33.3, 4, HIP 85096 
1, 84, 16, 19.6, 20, 58, 44.3, 6, HIP 84020 
6, 56, 18, 14.7, 12, 36, 29.8, 1, HIP 95739 
6, 48, 32, 29.2, 19, 30, 52.0, 2, HIP 97228 
6, 36, 30, 16.9, 28, 36, 33.6, 4, HIP 100076 
6, 14, 22, 58.3, 34, 56, 05.9, 6, HD 210370 
