loc, p_deg, p_min, p_sec, l_deg, l_min, l_sec, bulb_number, star_name
1, 76, 23, 02.2, 6, 32, 03.7,  1, Gaia DR3 4495331025051728768
1, 82, 19, 05.5, 9, 40, 58.8,  2, SAO 103018 
1, 84, 15, 19.2, 12, 42, 28.8, 4, Gaia DR3 4542353838837126656
1, 85, 09, 59.7, 20, 00, 10.5, 6, Gaia DR3 4560918650294993920
6, 57, 24, 44.7, 10, 57, 54.0, 1, HIP 95771 
6, 55, 20, 22.7, 17, 36, 07.2, 2, SAO 68236 
6, 49, 14, 29.4, 24, 42, 33.5, 4, SAO 48554 
6, 36, 03, 33.6, 32, 01, 55.1, 6, HD 192377 
